"id","product","review","category"
"380","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"381","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"382","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"383","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"384","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"385","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"386","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"387","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"388","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"389","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"390","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"391","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"392","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"393","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"394","Sprinkler System","Average system","water pressure could be better."""""
"395","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"396","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"397","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"398","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"399","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"400","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"401","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"402","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"403","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"404","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"405","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"406","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"407","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"408","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"409","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"410","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"411","Sprinkler System","Average system","water pressure could be better."""""
"412","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"413","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"414","Sprinkler System","Average system","water pressure could be better."""""
"415","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"416","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"417","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"418","Sprinkler System","Average system","water pressure could be better."""""
"419","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"420","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"421","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"422","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"423","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"424","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"425","Sprinkler System","Average system","water pressure could be better."""""
"426","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"427","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"428","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"429","Sprinkler System","Average system","water pressure could be better."""""
"430","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"431","Sprinkler System","Average system","water pressure could be better."""""
"432","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"433","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"434","Sprinkler System","Average system","water pressure could be better."""""
"435","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"436","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"437","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"438","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"439","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"440","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"441","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"442","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"443","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"444","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"445","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"446","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"447","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"448","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"449","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"450","Compost Manure","Terrible quality manure","waste of money."""""
"451","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"452","Sprinkler System","Average system","water pressure could be better."""""
"453","Sprinkler System","Average system","water pressure could be better."""""
"454","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"455","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"456","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"457","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"458","Sprinkler System","Average system","water pressure could be better."""""
"459","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"460","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"461","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"462","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"463","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"464","Sprinkler System","Average system","water pressure could be better."""""
"465","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"466","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"467","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"468","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"469","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"470","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"471","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"472","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"473","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"474","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"475","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"476","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"477","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"478","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"479","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"480","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"481","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"482","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"483","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
