"id","product","review","category"
"1561","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1562","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1563","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1564","Sprinkler System","Average system","water pressure could be better."""""
"1565","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1566","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1567","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1568","Compost Manure","Terrible quality manure","waste of money."""""
"1569","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1570","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1571","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1572","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1573","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1574","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1575","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1576","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1577","Sprinkler System","Average system","water pressure could be better."""""
"1578","Sprinkler System","Average system","water pressure could be better."""""
"1579","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1580","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1581","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1582","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1583","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1584","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1585","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1586","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1587","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1588","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1589","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1590","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1591","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1592","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1593","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1594","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1595","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1596","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1597","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1598","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1599","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1600","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1601","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1602","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1603","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1604","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1605","Sprinkler System","Average system","water pressure could be better."""""
"1606","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1607","Sprinkler System","Average system","water pressure could be better."""""
"1608","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1609","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1610","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1611","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1612","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1613","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1614","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1615","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1616","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1617","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1618","Sprinkler System","Average system","water pressure could be better."""""
"1619","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1620","Sprinkler System","Average system","water pressure could be better."""""
"1621","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1622","Sprinkler System","Average system","water pressure could be better."""""
"1623","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1624","Sprinkler System","Average system","water pressure could be better."""""
"1625","Sprinkler System","Average system","water pressure could be better."""""
"1626","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1627","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1628","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1629","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1630","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1631","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1632","Sprinkler System","Average system","water pressure could be better."""""
"1633","Sprinkler System","Average system","water pressure could be better."""""
"1634","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1635","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1636","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1637","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1638","Sprinkler System","Average system","water pressure could be better."""""
"1639","Sprinkler System","Average system","water pressure could be better."""""
"1640","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1641","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1642","Sprinkler System","Average system","water pressure could be better."""""
"1643","Sprinkler System","Average system","water pressure could be better."""""
"1644","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1645","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1646","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1647","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1648","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1649","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1650","Sprinkler System","Average system","water pressure could be better."""""
"1651","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1652","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1653","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1654","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1655","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1656","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1657","Sprinkler System","Average system","water pressure could be better."""""
"1658","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"1659","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1660","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1661","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1662","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1663","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1664","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1665","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1666","Sprinkler System","Average system","water pressure could be better."""""
"1667","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1668","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1669","Sprinkler System","Average system","water pressure could be better."""""
"1670","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1671","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1672","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1673","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1674","Sprinkler System","Average system","water pressure could be better."""""
"1675","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1676","Sprinkler System","Average system","water pressure could be better."""""
"1677","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1678","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1679","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1680","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1681","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1682","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1683","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1684","Sprinkler System","Average system","water pressure could be better."""""
"1685","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1686","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1687","Sprinkler System","Average system","water pressure could be better."""""
"1688","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1689","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1690","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1691","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1692","Sprinkler System","Average system","water pressure could be better."""""
"1693","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1694","Sprinkler System","Average system","water pressure could be better."""""
"1695","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1696","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1697","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1698","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1699","Compost Manure","Terrible quality manure","waste of money."""""
"1700","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1701","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1702","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1703","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1704","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1705","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1706","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1707","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1708","Sprinkler System","Average system","water pressure could be better."""""
"1709","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1710","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1711","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1712","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1713","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1714","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1715","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1716","Sprinkler System","Average system","water pressure could be better."""""
"1717","Sprinkler System","Average system","water pressure could be better."""""
"1718","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1719","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1720","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1721","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1722","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1723","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"1724","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1725","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1726","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1727","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1728","Sprinkler System","Average system","water pressure could be better."""""
"1729","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1730","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"1731","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1732","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1733","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1734","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1735","Sprinkler System","Average system","water pressure could be better."""""
"1736","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1737","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1738","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1739","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1740","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1741","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1742","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1743","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1744","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1745","Compost Manure","Terrible quality manure","waste of money."""""
"1746","Sprinkler System","Average system","water pressure could be better."""""
"1747","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1748","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1749","Sprinkler System","Average system","water pressure could be better."""""
"1750","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1751","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1752","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1753","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1754","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1755","Sprinkler System","Average system","water pressure could be better."""""
"1756","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1757","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1758","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1759","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"1760","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1761","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1762","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1763","Sprinkler System","Average system","water pressure could be better."""""
"1764","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1765","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1766","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1767","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1768","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1769","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1770","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1771","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1772","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1773","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1774","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"1775","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1776","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1777","Compost Manure","Terrible quality manure","waste of money."""""
"1778","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1779","Sprinkler System","Average system","water pressure could be better."""""
"1780","Sprinkler System","Average system","water pressure could be better."""""
"1781","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1782","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1783","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1784","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1785","Compost Manure","Terrible quality manure","waste of money."""""
"1786","Sprinkler System","Average system","water pressure could be better."""""
"1787","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"1788","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1789","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"1790","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1791","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1792","Sprinkler System","Average system","water pressure could be better."""""
"1793","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1794","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"1795","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"1796","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1797","Sprinkler System","Average system","water pressure could be better."""""
"1798","Compost Manure","Terrible quality manure","waste of money."""""
"1799","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1800","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1801","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"1802","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"1803","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1804","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1805","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1806","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1807","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1808","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"1809","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1810","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1811","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1812","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1813","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"1814","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1815","Sprinkler System","Average system","water pressure could be better."""""
"1816","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"1817","Sprinkler System","Average system","water pressure could be better."""""
"1818","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1819","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"1820","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1821","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"1822","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1823","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"1824","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"1825","Sprinkler System","Average system","water pressure could be better."""""
"1826","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
