"id","product","review","category"
"386","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"387","Compost Manure","Terrible quality manure","waste of money."""""
"388","Sprinkler System","Average system","water pressure could be better."""""
"389","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"390","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"391","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"392","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"393","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"394","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"395","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"396","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"397","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"398","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"399","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"400","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"401","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"402","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"403","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"404","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"405","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"406","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"407","Compost Manure","Terrible quality manure","waste of money."""""
"408","Sprinkler System","Average system","water pressure could be better."""""
"409","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"410","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"411","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"412","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"413","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"414","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"415","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"416","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"417","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"418","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"419","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"420","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"421","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"422","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"423","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"424","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"425","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"426","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"427","Compost Manure","Terrible quality manure","waste of money."""""
"428","Sprinkler System","Average system","water pressure could be better."""""
"429","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"430","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"431","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"432","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"433","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"434","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"435","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"436","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"437","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"438","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"439","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"440","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"441","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"442","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"443","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"444","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"445","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"446","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"447","Compost Manure","Terrible quality manure","waste of money."""""
"448","Sprinkler System","Average system","water pressure could be better."""""
"449","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"450","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"451","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"452","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"453","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"454","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"455","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"456","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"457","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"458","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"459","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"460","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"461","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"462","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"463","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"464","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"465","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"466","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"467","Compost Manure","Terrible quality manure","waste of money."""""
"468","Sprinkler System","Average system","water pressure could be better."""""
"469","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"470","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"471","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"472","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"473","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"474","Drip Tape","The drip tape leaked after one week","not worth the price."""""
"475","Vegetable Seeds Mix","Great variety of seeds","all germinated well and grew strong!"""""
"476","Neem Oil Spray","Superb organic solution","completely eliminated pests without chemicals!"""""
"477","Paddy Seeds","Paddy seeds had very low germination. Extremely disappointed.""""","seeds"
"478","Solar Water Pump","Amazing solar pump","saves electricity and works perfectly all day."""""
"479","DAP Fertilizer","Good fertilizer but the packaging was damaged on arrival.""""","fertilizer"
"480","Greenhouse Net","Perfect greenhouse net","excellent build quality and easy to install."""""
"481","Wheat Seeds","The wheat seeds gave an excellent yield this season","very happy!"""""
"482","Fertilizer NPK","The fertilizer completely burned my crops","total loss."""""
"483","Drip Irrigation Kit","Works okay","nothing special about the kit."""""
"484","Organic Pesticide","Fantastic product! My farm is completely pest free now.""""","pesticide"
"485","Hybrid Rice Seeds","The rice seeds did not germinate properly","very disappointed."""""
"486","Soil Testing Kit","Good quality kit","easy to use and accurate results."""""
"487","Compost Manure","Terrible quality manure","waste of money."""""
"488","Sprinkler System","Average system","water pressure could be better."""""
"489","Crop Protection Net","Excellent protection from birds! Highly recommend to every farmer.""""","other"
"490","Potassium Fertilizer","Didn't see any improvement in crop growth at all.""""","fertilizer"
"491","Tomato Seeds","Best tomato seeds I have ever used","great germination rate!"""""
"492","Water Pump","The pump broke down after 2 uses","very poor quality."""""
"493","Bio Pesticide","Reasonably good performance for organic farming needs.""""","pesticide"
"494","Drip Tape","The drip tape leaked after one week","not worth the price."""""
